event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes
2023-05-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1845,35.2502,"On 5 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near Burin (Nablus, West Bank)."
2023-05-06,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 6 May 2023, Israeli settlers physically assaulted 4 Palestinians (presumably farmers) while working on their land in Kherbet al-Abid in Mosafer Yuta, east of Yuta (Hebron, West Bank). They sustained bruises."
2023-05-07,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Al Quds,31.8718,35.2777,"Land seizure: On 7 May 2023, Israeli settlers seized Palestinian-owned lands in Mukhamas village (Al Quds, West Bank) and constructed a new settlement outpost."
2023-05-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.0668,35.3166,"On 8 May 2023, Israeli settlers beat Palestinian farmers and vandalized a tractor in Jalud village (Nablus, West Bank)."
2023-05-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Jenin,32.4167,35.1667,"On 8 May 2023, Israeli settlers threw stones at passing Palestinian vehicles on the outskirts of Mevo Dotan settlement (Jenin, West Bank)."
2023-05-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9333,35.2167,"On 8 May 2023, Israeli settlers threw stones at passing Palestinian vehicles on the outskirts of Bayt El Settlement (Ramallah and Al Bireh, West Bank)."
2023-05-09,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.128,35.099,"Property destruction: On 9 May 2023, Israeli settlers from Havot Yair razed Palestinian-owned lands north of Qarawat Bani Hassan (Salfit, West Bank) in an attempt to confiscate the land and expand the settlement."
2023-05-09,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9111,35.2666,"On 9 May 2023, Israeli settlers opened fire at Palestinians on the outskirts of Dayr Dibwan village (Ramallah and Al Bireh, West Bank). There were no casualties."
2023-05-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 10 May 2023, Israeli settlers from Carmel physically assaulted Palestinian shepherds in al-Zawadin area of Mosafer Yuta, east of Yuta (Hebron, West Bank). Also, settlers vandalized crops after herding sheep inside Palestinian lands."
2023-05-10,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.1146,35.0802,"Property destruction: On 10 May 2023, Israeli settlers demolished a Palestinian-owned agricultural room in Biddya village (Salfit, West Bank)."
2023-05-10,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9111,35.2666,"On 10 May 2023, a group of Israeli settlers opened fire and beat Palestinian farmers on the outskirts of Dayr Dibwan village (Ramallah and Al Bireh, West Bank). 3 Palestinians were injured with live bullets. Also, settlers vandalized crops."
2023-05-10,Military Forces of Israel (2022-),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,External/Other forces-Civilians,West Bank,Bethlehem,31.7071,35.1041,"Property destruction: On 10 May 2023, Israeli military forces and settlers raided Palestinian lands in Wadi Fukin (Bethlehem, West Bank) and uprooted dozens of olive trees while mapping Palestinian lands."
2023-05-11,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.1784,35.2157,"Property destruction: On 11 May 2023, Israeli settlers razed Palestinian agricultural lands between Asirah al Qibliyah and Urif villages (Nablus, West Bank)."
2023-05-11,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.623,35.1371,"Other: On 11 May 2023, an Israeli settler threw stones at passing Palestinian vehicles near Mukhayyam al Arrub (Hebron, West Bank)."
2023-05-11,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.1845,35.2502,"Property destruction: On 11 May 2023, Israeli settlers razed Palestinian agricultural lands in Burin village (Nablus, West Bank)."
2023-05-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 14 May 2023, a group of Israeli settlers physically attacked Palestinian shepherds, vandalized olive trees, and damaged crops belonging to Palestinians in Kherbet Mughayer in Mosafer Yuta, east of Yuta (Hebron, West Bank)."
2023-05-14,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Bethlehem,31.7093,35.1348,"Property destruction: On 14 May 2023, Israeli settlers from Baytar Illit demolished stone chains, destroyed fences, and cut olive trees belonging to Palestinians in Husan village (Bethlehem, West Bank) located near Baytar Illit settlement."
2023-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9878,35.335,"On 15 May 2023, Israeli settlers physically attacked Palestinian shepherds in Ayn Samiya (Ramallah and Al Bireh, West Bank). Also, settlers stole sheep."
2023-05-17,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4459,35.0944,"Property destruction: On 17 May 2023, Israeli settlers seized a water well in the Magayer al-Abead area in Mosafer Yuta, east of Yuta (Hebron, West Bank). Also, setters vandalized 120 olive saplings and crops."
2023-05-17,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4459,35.0944,"Property destruction: On 17 May 2023, Israeli settlers grazed their sheep inside Palestinian agricultural lands (50 dunams) in Fateh Sedour area in Mosafer Yuta, east of Yuta (Hebron, West Bank) causing damage to the crops."
2023-05-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0854,35.3301,"Property destruction: On 18 May 2023, Israeli settlers razed Palestinian lands in the east of Qusra village (Nablus, West Bank) to expand Migdalim settlement."
2023-05-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0668,35.3166,"Property destruction: On 18 May 2023, Israeli settlers razed Palestinian lands in Jalud village (Nablus, West Bank) to expand settlement outpost of Yash Kudish."
2023-05-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.7929,35.2317,"On 18 May 2023, Israeli setters attacked (presumably physically) Palestinians and vandalized their cars in Al Quds - Shaykh Jarrah (Al Quds, West Bank)."
2023-05-19,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.1784,35.2157,"Property destruction: On 19 May 2023, Israeli settlers razed Palestinian agricultural lands in Asirah al Qibliyah village (Nablus, West Bank)."
2023-05-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"On 20 May 2023, a group of Israeli settlers threw stones at Palestinian farmers in the al-Sahel area between Al Mughayyir and Turmus Ayya villages (Ramallah and Al Bireh, West Bank)."
2023-05-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Tubas,32.3805,35.5083,"On 21 May 2023, Israeli settlers physically assaulted Palestinian shepherds and pepper-sprayed them in al-Hemah area near Ayn al Bayda (Tubas, West Bank)."
2023-05-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9053,35.215,"On 21 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near the D.C.O gate at the northern entrance of Al Bireh city/ Bayt El settlement (Ramallah and Al Bireh, West Bank)."
2023-05-23,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.131,35.1396,"Looting: On 23 May 2023, Israeli settlers from Immanuel looted 4 cows belonging to a Palestinian near Dayr Istiya village (Salfit, West Bank)."
2023-05-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Women (Palestine),0.0,Rioters-Civilians,West Bank,Salfit,32.1227,35.2569,"On 23 May 2023, Israeli settlers threw stones at passing Palestinian vehicles on the outskirts of Zatarah checkpoint (Salfit, West Bank), injuring a girl."
2023-05-24,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.4931,35.0808,"Property destruction: On 24 May 2023, Israeli settlers razed Palestinian-owned lands near Beit Hagai settlement (Hebron, West Bank)."
2023-05-25,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.6233,35.1045,"On 25 May 2023, Israeli settlers from Karme Zur sprayed chemical material and damaged Palestinian-owned crops planted on five dunams in Bayt Ummar village (Hebron, West Bank)."
2023-05-25,Settlers (Israel),Military Forces of Israel (2022-),Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.3086,35.19,"Property destruction: On 25 May 2023, Israeli settlers, under the protection of soldiers, razed Palestinian lands to construct a road and built a structure at Jabal Al Qbibitat near Burqah village and Homesh settlement (Nablus, West Bank) in an attempt to return to the Homesh after the Israeli government legalized the settlement that was evacuated in 2005."
2023-05-26,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0854,35.3301,"On 26 May 2023, Israeli settlers from Iysh Kudsh outpost beat a Palestinian and fired live bullets toward passing vehicles between Jalud and Qusra villages (Nablus, West Bank). There were no casualties."
2023-05-26,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1146,35.0802,"On 26 May 2023, Israeli settlers physically assaulted 5 Palestinians in the Khallet Hassan area in Biddya village (Salfit, West Bank)."
2023-05-27,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0192,35.3478,"On 27 May 2023, a group of Israeli settlers physically assaulted Palestinian shepherds near Al Mughayyir village (Ramallah and Al Bireh, West Bank)."
2023-05-27,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.3425,35.5114,"Land seizure: On 27 May 2023, Israeli settlers set up a mobile room, built a shed, and constructed a water supply network in Umm al-Qiba agricultural area near Al Farsiyah (Tubas, West Bank) in an attempt to establish a new outpost."
2023-05-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9053,35.215,"On 29 May 2023, Israeli settlers threw stones at passing Palestinian vehicles on the outskirts of Bayt El settlement / near the northern entrance of Al Bireh city (Ramallah and Al Bireh, West Bank)."
2023-05-29,Settlers (Israel),Jewish Group (Israel),Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.3086,35.19,"Land seizure: On 29 May 2023, Israeli settlers built a religious school in Homesh settlement (Nablus, West Bank), which was evacuated in 2005."
2023-05-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.8718,35.2777,"On 29 May 2023, Israeli settlers threw stones at passing Palestinian vehicles between Ramallah and Mukhamas village (Al Quds, West Bank)."
2023-05-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0671,35.0828,"On 29 May 2023, armed Israeli settlers 'provoked' Palestinians and threw stones at passing Palestinian vehicles in Kafr ad Dik village (Salfit, West Bank), causing material damage to several cars."
2023-05-30,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"On 30 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near Turmus Ayya village (Ramallah and Al Bireh, West Bank)."
2023-05-30,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Qalqilya,32.2143,35.1708,"On 30 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near the junction of Jit village (Qalqilya, West Bank)."
2023-05-30,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 30 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near the entrance of Yitzhar settlement (Nablus, West Bank)."
2023-05-30,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Rioters (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.3018,35.1926,"On 30 May 2023, Israeli settlers threw stones at Palestinian houses and parked cars in Burqah village (Nablus, West Bank), causing material damage. Palestinian residents 'resisted' the settlers, presumably by clashing with them. Settlers raided the village twice during the same day."
2023-05-30,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.131,35.1396,"Land seizure: On 30 May 2023, a group of Israeli settlers set up tents in Kherbat Shihadah in Dayr Istiya village (Salfit, West Bank) in an attempt to set up a new outpost."
2023-05-30,Rioters (Israel),Settlers (Israel),Rioters (Palestine),Civilians (Palestine),0.0,Rioters-Rioters,West Bank,Salfit,32.1084,35.2378,"On 30 May 2023, Palestinian rioters clashed with Israeli settlers near the entrance of Yasuf village (Salfit, West Bank) after settlers threw stones at passing vehicles in the area."
2023-05-31,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Labor Group (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1859,35.2311,"On 31 May 2023, a group of Israeli settlers physically attacked Palestinian construction workers south of Madama village (Nablus, West Bank). Settlers also threw a Molotov cocktail at a car, presumably as it was parked, and vandalized several other vehicles."
2023-05-31,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Rioters (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.3018,35.1926,"On 31 May 2023, a group of Israeli settlers threw stones at a Palestinian house in Bab al-Wad in Burqah village (Nablus, West Bank), and clashed with Palestinian residents who came out to confront them."
2023-05-31,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Jenin,32.4457,35.1682,"On 31 May 2023, Israeli settlers threw stones at passing Palestinian vehicles and destroyed the glass of parked Palestinian vehicles between Bartaa Ash Sharqiyah and Yabad (Jenin, West Bank)."
2023-06-02,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 2 June 2023, a group of Israeli settlers hit a Palestinian with objects near the settlement of Yitzhar (Nablus, West Bank). He was injured and taken to a hospital for treatment."
2023-06-03,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"On 3 June 2023, Israeli settlers threw stones at passing Palestinian vehicles between Turmus Ayya and Al Mughayyir villages (Ramallah and Al Bireh, West Bank)."
2023-06-03,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9053,35.215,"On 3 June 2023, Israeli settlers threw stones at passing Palestinian vehicles near Al Mahkamah checkpoint at the northern entrance of Al Bireh city / Bayt El settlement (Ramallah and Al Bireh, West Bank)."
2023-06-04,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 4 June 2023, a group of Israeli settlers attacked Palestinian shepherds and physically assaulted a 6-year-old child in Ayn al-Bayda area of Mosafer Yuta, east of Yuta (Hebron, West Bank)."
2023-06-04,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0547,35.299,"On 4 June 2023, Israeli settlers threw stones at passing Palestinian vehicles near Shiloh settlement (Nablus, West Bank)."
2023-06-04,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Qalqilya,32.2143,35.1708,"Property destruction: On 4 June 2023, Israeli settlers razed Palestinian-owned agricultural lands in the southern part of Jit village (Qalqilya, West Bank)."
2023-06-04,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1859,35.2311,"On 4 June 2023, Israeli settlers threw stones at passing Palestinian vehicles near Madama Bridge (Nablus, West Bank), causing material damage."
2023-06-04,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0655,35.0245,"Land seizure: On 4 June 2023, dozens of Israeli settlers set up tents and banners on Palestinian-owned land in Dayr Daqla area south of Dayr Ballut village (Salfit, West Bank) in an attempt to establish a new outpost and expand settlements in the area."
2023-06-05,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0854,35.3301,"Property destruction: On 5 June 2023, a group of Israeli settlers razed Palestinian-owned land and constructed a road between Qusra and Duma villages (Nablus, West Bank)."
2023-06-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9878,35.335,"On 5 June 2023, Israeli settlers cut Palestinian trees, vandalized agricultural rooms, damaged crops and greenhouses, and threw stones toward passing vehicles in Ayn Samiya (Ramallah and Al Bireh, West Bank), causing material damage to several cars."
2023-06-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9667,35.35,"On 5 June 2023, Israeli settlers threw stones at passing Palestinian vehicles near Kokhav HaShahar settlement (Ramallah and Al Bireh, West Bank)."
2023-06-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.3018,35.1926,"On 5 June 2023, Israeli settlers threw stones toward Palestinian houses near the entrance of Burqah village (Nablus, West Bank)."
2023-06-06,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4459,35.0944,"Land seizure: On 6 June 2023, Israeli settlers seized a water well in Mosafer Yuta, east of Yuta (Hebron, West Bank) and prevented Palestinian shepherds from reaching the well. Also, settlers destroyed Palestinian-owned crops."
2023-06-07,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.0671,35.0828,"Looting: On 7 June 2023, a group of Israeli settlers from Peduel looted 14 heads of sheep belonging to a Palestinian in Kafr ad Dik village (Salfit, West Bank)."
2023-06-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 8 June 2023, Israeli settlers physically assaulted a Palestinian child at al-Sahla Street of Hebron city (Hebron, West Bank)."
2023-06-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9545,35.3002,"On 8 June 2023, Israeli settlers threw stones at passing Palestinian vehicles at the entrance of Taybeh village (Ramallah and Al Bireh, West Bank)."
2023-06-09,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.3018,35.1926,"On 9 June 2023, a group of Israeli settlers randomly opened fire toward Palestinians near Burqah village (Nablus, West Bank)."
2023-06-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 10 June 2023, Israeli settlers physically assaulted a Palestinian shepherd while herding in Khelal al-Adrah in Mosafer Yuta, east of Yuta (Hebron, West Bank). He sustained bruises."
2023-06-10,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9521,35.2768,"On 10 June 2023, an Israeli settler who is a security guard opened fire toward Palestinians while they were walking near Amona settlement (Ramallah and Al Bireh, West Bank). There were no casualties."
2023-06-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0192,35.3478,"On 10 June 2023, Israeli settlers physically assaulted Palestinian shepherds near Al Mughayyir village (Ramallah and Al Bireh, West Bank) and set fire to car tires."
2023-06-10,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.1142,35.1419,"Land seizure: On 10 June 2023, a group of Israeli settlers set up tents on Palestinian-owned land in Khallet Hadid area of Haris village (Salfit, West Bank) in an attempt to establish a new settlement outpost."
2023-06-11,Settlers (Israel),Farmers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4459,35.0944,"Property destruction: On 11 June 2023, dozens of Israeli settlers herded their sheep inside Palestinian agricultural lands in al-Thala area of Mosafer Yuta, east of Yuta (Hebron, West Bank), causing material damage to crops."
2023-06-11,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 11 June 2023, a group of Israeli settlers physically assaulted a Palestinian in Hebron city (Hebron, West Bank)."
2023-06-12,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0854,35.3301,"On 12 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles between Jalud and Qusra village (Nablus, West Bank), causing material damage."
2023-06-12,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Qalqilya,32.1907,35.1661,"On 12 June 2023, Israeli settlers threw stones toward a Palestinian house on the outskirts of Faratah village (Qalqilya, West Bank)."
2023-06-12,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.7885,35.2651,"On 12 June 2023, Israeli settlers severely beat a Palestinian near Al Quds - Az Zaayyim (Al Quds, West Bank). He sustained bruises."
2023-06-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"On 16 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles between Al Mughayyir and Turmus Ayya villages (Ramallah and Al Bireh, West Bank)."
2023-06-16,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9878,35.335,"On 16 June 2023, dozens of Israeli settlers raided Ayn Samiya (Ramallah and Al Bireh, West Bank) and fired live bullets and stun grenades toward Palestinians. There were no casualties."
2023-06-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Bethlehem,31.7093,35.1348,"On 16 June 2023, a group of Israeli settlers severely beat 2 Palestinians in Husan village (Bethlehem, West Bank). They were taken to a hospital for treatment."
2023-06-17,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 17 June 2023, a group of Israeli settlers physically assaulted Palestinian shepherds in Mosafer Yuta, east of Yuta (Hebron, West Bank), injuring a Palestinian child while escaping from settlers."
2023-06-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.3018,35.1926,"On 18 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near the entrance of Burqah village (Nablus, West Bank)."
2023-06-18,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.1084,35.2378,"Looting: On 18 June 2023, Israeli settlers from Kfar Tapuach stole 10 heads of sheep belonging to Palestinians in Wad Yasuf, west of Yasuf village (Salfit, West Bank)."
2023-06-19,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1471,35.2451,"On 19 June 2023, Israeli settlers threw stones toward Palestinians near the entrance of Aynabus village (Nablus, West Bank), injuring a Palestinian child in the head."
2023-06-19,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.1471,35.2451,"Property destruction: On 19 June 2023, Israeli settlers from Yitzhar razed Palestinian-owned lands planted with olive trees in Aynabus village (Nablus, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9884,35.3093,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the entrance of Kafr Malik village (Ramallah and Al Bireh, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the entrance of Turmus Ayya village (Ramallah and Al Bireh, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5283,35.1189,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near Kiryat Arba settlement (Hebron, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0333,35.2655,"On 20 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near the entrance of Sinjil (Ramallah and Al Bireh, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5599,35.0801,"On 20 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles in Farsh al Hawa (Hebron, West Bank)."
2023-06-20,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0701,35.2403,"Other: On 20 June 2023, an Israeli settler rammed a 12-year-old Palestinian and hit him in the head with the butt of his gun near the entrance of Al Lubban ash Sharqiyah village (Nablus, West Bank). The boy was injured and taken to a hospital for treatment."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9545,35.3002,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the junction of Taybeh village (Ramallah and Al Bireh, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Tubas,32.3655,35.5155,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near Mehola settlement (Tubas, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Qalqilya,32.2143,35.1708,"On 20 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles at the junction of Jit (Qalqilya, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9267,35.241,"On 20 June 2023, Israeli settler threw stones toward houses and passing cars in Baytin village (Ramallah and Al Bireh, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0086,35.1288,"On 20 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near Halamish settlement (Ramallah and Al Bireh, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1138,35.1954,"On 20 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near Marda village (Salfit, West Bank)."
