event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes
2025-05-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Salfit,32.0671,35.0828,"On 10 May 2025, Israeli settler rioters beat up Palestinian shepherds in Kafr ad Dik (Salfit, West Bank) as they were herding their sheep. There were no casualties."
2025-05-11,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9761,35.1157,"On 11 May 2025, over 50 armed Israeli settler rioters beat up Palestinians in Bayt Illu (Ramallah and Al Bireh, West Bank) as they were trying to repel their raid. There were no casualties. Settlers also set fire to Palestinian-owned lands in the town."
2025-05-11,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 11 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Yitzhar (Nablus, West Bank) as they were passing by. There were no casualties."
2025-05-12,Settlers (Israel),Farmers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.3962,35.1436,"On 12 May 2025, Israeli settlers, from the Mitzpe Yair outpost, opened fire at Palestinians in Qawawis (Hebron, West Bank) that tried to prevent them from herding their sheep in their agricultural lands. Settlers also beat up several Palestinians, injuring an elderly man. The settler livestock destroyed fruit bearing seasonal trees."
2025-05-12,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.585,35.1437,"On 12 May 2025, Israeli settlers opened fire at a Palestinian vehicle during a raid on Siir (Hebron, West Bank). There were no casualties."
2025-05-12,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.2756,35.1987,"Property destruction: On 12 May 2025, Israeli settlers razed Palestinian-owned lands in the archeological area in Sabastiyah (Nablus, West Bank) to build a new promenade."
2025-05-12,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Jericho,31.8263,35.4319,"Land seizure: On 12 May 2025, Israeli settlers set up tents on Palestinian-owned lands near Vered Yeriho (Jericho, West Bank)."
2025-05-13,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.3936,35.1575,"On 13 May 2025, armed Israeli settler rioters attacked Palestinians using clubs and sharp objects in Khallet ad Daba'a (Hebron, West Bank), injuring 2 Palestinians."
2025-05-13,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 13 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Yitzhar (Nablus, West Bank) as they were passing by. There were no casualties."
2025-05-13,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.4127,35.1538,"On 13 May 2025, Israeli settler rioters hurled stones at Palestinians during a raid on At Tuwani (Hebron, West Bank). There were no casualties."
2025-05-13,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.0841,35.3647,"Looting: On 13 May 2025, Israeli settlers seized several sheep from Palestinian farmers in Majdal Bani Fadil (Nablus, West Bank)"
2025-05-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1227,35.2569,"On 14 May 2025, Israeli settler rioters attacked (likely using stones) Palestinian vehicles near the Zatarah checkpoint (Salfit, West Bank) as they were passing by. There were no casualties."
2025-05-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0547,35.299,"On 14 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Shiloh (Nablus, West Bank) as they were passing by. There were no casualties."
2025-05-14,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.3692,35.5451,"Looting: On 14 May 2025, Israeli settlers seized a water tank belonging to Palestinian farmers in Ain As Sakout (Tubas, West Bank)."
2025-05-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 14 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Yitzhar (Nablus, West Bank) as they were passing by, causing material damages. There were no casualties."
2025-05-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.491,35.1467,"On 14 May 2025, Israeli settler rioters set fire to a Palestinian-owned house near Birin (Hebron, West Bank). There were no casualties."
2025-05-14,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.5386,35.0497,"Land seizure: On 14 May 2025, Israeli settlers set up caravans on a Palestinian-owned land near Taffuh (Hebron, West Bank) to set up a new outpost."
2025-05-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0671,35.0828,"On 14 May 2025, Israeli settler rioters attacked (likely using stones) Palestinian houses at the western entrance of Kafr ad Dik (Salfit, West Bank). There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9189,35.3979,"On 15 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles on the Al Muarrajat intersection (Ramallah and Al Bireh, West Bank), likely as they were passing by. There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 15 May 2025, Israeli settler rioters attacked (likely using stones) Palestinian vehicles on a road near Massafer Yuta, near Yuta (Hebron, West Bank), likely as they were passing by. There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5078,35.0293,"On 15 May 2025, Israeli settler rioters attacked Palestinians using pepper spray at the Al Balluta roundabout, near Dura (Hebron, West Bank) as they were driving by, injuring a Palestinian."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0701,35.2403,"On 15 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Al Lubban ash Sharqiyah (Nablus, West Bank), likely as they were passing by, causing material damages. There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0086,35.1288,"On 15 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles at the Halamish roundabout (Ramallah and Al Bireh, West Bank), likely as they were passing by. There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.07,35.2637,"On 15 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Eli (Nablus, West Bank) as they were passing by. There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 15 May 2025, Israeli settler rioters attacked (likely using stones) Palestinian vehicles near Yitzhar (Nablus, West Bank), likely as they were passing by. There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.2533,35.1889,"On 15 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles at the Dayr Sharaf roundabout (Nablus, West Bank) as they were passing by. There were no casualties."
2025-05-15,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0722,35.0994,"On 15 May 2025, Israeli settlers randomly opened fire at a bypass road north of Bruqin (Salfit, West Bank) targeting Palestinian vehicles. Settlers hurled stones at the vehicles as well. There were no casualties."
2025-05-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1227,35.2569,"On 15 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near the Zatarah checkpoint (Salfit, West Bank) as they were passing by. There were no casualties."
2025-05-15,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0722,35.0994,"Land seizure: On 15 May 2025, Israeli settlers set up a tent on a Palestinian-owned land in Bruqin (Salfit, West Bank)."
2025-05-15,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0655,35.0245,"Property destruction: On 15 May 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in Dayr Ballut (Salfit, West Bank)."
2025-05-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Tubas,32.3425,35.5114,"On 16 May 2025, Israeli settler rioters attacked a Palestinian shepherd with pepper spray in Al Farsiyah (Tubas, West Bank) as he was herding his sheep. There were no casualties."
2025-05-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Qalqilya,32.1906,35.1371,"On 16 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Al Funduq (Qalqilya, West Bank), likely as they were passing by, causing material damages to a vehicle. There were no casualties."
2025-05-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9269,35.1488,"On 16 May 2025, Israeli settler rioters beat up a Palestinian near Ayn Qiniyya (Ramallah and Al Bireh, West Bank). Settlers also destroyed the windshield of the Palestinian's vehicle. There were no casualties."
2025-05-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9189,35.3979,"On 16 May 2025, Israeli settler rioters beat up a Palestinian on the Al Muarrajat road (Ramallah and Al Bireh, West Bank), injuring him. The Palestinian was hospitalized."
2025-05-16,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Tubas,32.3209,35.3699,"Land seizure: On 16 May 2025, Israeli settlers placed a fence around a Palestinian-owned land in Wadi al Faw, near Tubas (Tubas, West Bank) aiming to seize it."
2025-05-17,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0819,35.0899,"On 17 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Bruchin (Salfit, West Bank), as they were passing by. There were no casualties."
2025-05-17,Settlers (Israel),Military Forces of Israel (2022-),Civilians (Palestine),Women (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.5278,35.1014,"On 17 May 2025, an armed Israeli settler, under the protection of Israeli forces, beat up a Palestinian girl near a checkpoint on the Ash Shuhadaa street in Hebron - Bab az Zawiyah (Hebron, West Bank), injuring her. The girl was hospitalized."
2025-05-17,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.2821,35.1767,"On 17 May 2025, Israeli settlers randomly opened fire at Palestinians in Al Masudiyah (Nablus, West Bank) as they were trying to put out a fire in their lands that the settlers set. Settlers also beat up several Palestinians, causing 4 to suffer from bruises."
2025-05-17,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0563,35.3671,"On 17 May 2025, Israeli settlers randomly opened fire at Palestinians in the Al Ayn area in Duma (Nablus, West Bank). Settlers also set fire to lands in the area. There were no casualties."
2025-05-17,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0547,35.299,"On 17 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near the Shiloh intersection (Nablus, West Bank) as they were passing by. There were no casualties."
2025-05-17,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"Property destruction: On 17 May 2025, Israeli settlers set fire to Palestinian-owned agricultural lands near Turmus Ayya (Ramallah and Al Bireh, West Bank) destroying their crops."
2025-05-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6204,35.2185,"On 18 May 2025, Israeli settler rioters beat up Palestinians in the Rabia area in Al Minya (Bethlehem, West Bank). There were no casualties."
2025-05-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Youth Against Settlements,0.0,Rioters-Civilians,West Bank,Hebron,31.5278,35.1014,"On 18 May 2025, Israeli settler rioters attacked (likely using stones) the Youth Against Settlements headquarters in the Tall Rumeida area in Hebron - Bab az Zawiyah (Hebron, West Bank). There were no casualties."
2025-05-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0854,35.2578,"On 18 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near the As Sawiyah intersection (Nablus, West Bank) as they were passing by. There were no casualties."
2025-05-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Qalqilya,32.2129,35.1574,"On 18 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles at the Kedumim roundabout (Qalqilya, West Bank) as they were passing by. There were no casualties."
2025-05-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0655,35.0245,"On 18 May 2025, Israeli settlers opened fire at Palestinians during a raid on the Dayr Qilleh and the Khallet Qasul areas in Dayr Ballut (Salfit, West Bank). Settlers also beat up several Palestinians, injuring 2 Palestinians."
2025-05-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1138,35.1954,"On 18 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles on the Trans-Samaria highway, near Marda (Salfit, West Bank) as they were passing by. There were no casualties."
2025-05-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Tubas,32.3273,35.4362,"On 18 May 2025, Israeli settler rioters beat up a Palestinian in Khirbat al Malih (Tubas, West Bank), causing him to suffer from bruises. The Palestinian was hospitalized."
2025-05-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.8882,35.3215,"Land seizure: On 18 May 2025, Israeli settlers set up a new settlement outpost on Palestinian-owned lands in Maghayer Al Dir (Ramallah and Al Bireh, West Bank)."
2025-05-19,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.5803,35.1018,"Property destruction: On 19 May 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in the Khirbet al Qat area in Halhul (Hebron, West Bank) for being close to the Karme Zur settlement."
